Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,484137,-,-,-,39.73,-104.98,-7,1604,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Pressure,Wind Speed,Cloud Type
2019,1,1,0,0,-14.600000000000001,0,0,0,56.11,163.28,828,1.9000000000000001,4
2019,1,1,0,30,-14.600000000000001,0,0,0,56.11,162.36,828,1.7000000000000002,4
2019,1,1,1,0,-14.600000000000001,0,0,0,55.7,159.43,828,1.5,4
2019,1,1,1,30,-14.600000000000001,0,0,0,55.7,155.20000000000002,828,1.2000000000000002,7
2019,1,1,2,0,-14.5,0,0,0,55.38,150.23,828,1,7
2019,1,1,2,30,-14.5,0,0,0,55.32,144.86,827,0.9,7
2019,1,1,3,0,-14.5,0,0,0,55.300000000000004,139.26,827,0.8,7
2019,1,1,3,30,-14.4,0,0,0,54.85,133.55,827,0.9,7
2019,1,1,4,0,-14.3,0,0,0,54.4,127.79,826,1,7
2019,1,1,4,30,-14.100000000000001,0,0,0,53.52,122.03,826,1.1,7
2019,1,1,5,0,-13.9,0,0,0,54.04,116.3,826,1.2000000000000002,7
2019,1,1,5,30,-13.600000000000001,0,0,0,52.730000000000004,110.64,826,1.3,7
2019,1,1,6,0,-13.4,0,0,0,53.49,105.08,826,1.3,7
2019,1,1,6,30,-13.100000000000001,0,0,0,52.2,99.66,826,1.3,7
2019,1,1,7,0,-12.9,0,0,0,52.13,94.4,826,1.4000000000000001,7
2019,1,1,7,30,-12.3,10,78,11,49.660000000000004,88.99,826,1.6,7
2019,1,1,8,0,-11.700000000000001,32,274,59,49.28,84.41,826,1.8,7
2019,1,1,8,30,-10.700000000000001,53,404,123,45.5,79.96000000000001,826,1.9000000000000001,4
2019,1,1,9,0,-9.8,68,509,192,45.38,75.85000000000001,826,1.9000000000000001,4
2019,1,1,9,30,-8.5,73,625,264,40.94,72.16,825,1.7000000000000002,7
2019,1,1,10,0,-7.2,113,492,290,41.22,68.97,825,1.5,4
2019,1,1,10,30,-6.1000000000000005,124,536,339,37.84,66.36,824,1.3,4
2019,1,1,11,0,-4.9,99,700,401,38.21,64.4,824,1.1,4
2019,1,1,11,30,-4.1000000000000005,71,901,478,35.93,63.160000000000004,823,1.2000000000000002,4
2019,1,1,12,0,-3.3000000000000003,66,974,513,36.18,62.67,823,1.4000000000000001,4
2019,1,1,12,30,-2.8000000000000003,66,983,513,34.82,62.97,822,1.6,4
2019,1,1,13,0,-2.4000000000000004,63,977,491,35.26,64.03,822,1.8,0
2019,1,1,13,30,-2.4000000000000004,60,966,456,35.26,65.83,822,1.9000000000000001,0
2019,1,1,14,0,-2.3000000000000003,57,942,405,35.71,68.29,822,2,0
2019,1,1,14,30,-2.8000000000000003,52,905,341,37.1,71.35000000000001,823,2.2,0
2019,1,1,15,0,-3.3000000000000003,45,836,263,38.37,74.92,823,2.4000000000000004,0
2019,1,1,15,30,-4.9,39,758,184,43.26,78.94,823,2.2,0
2019,1,1,16,0,-6.4,29,624,102,45.22,83.32000000000001,824,2,0
2019,1,1,16,30,-6.4,17,305,28,45.22,87.91,824,2,0
2019,1,1,17,0,-8.700000000000001,0,0,0,50.83,93.16,825,1.4000000000000001,0
2019,1,1,17,30,-9.3,0,0,0,53.27,98.38,825,1.3,0
2019,1,1,18,0,-9.9,0,0,0,54.49,103.77,825,1.1,0
2019,1,1,18,30,-10.200000000000001,0,0,0,55.800000000000004,109.3,825,1.4000000000000001,0
2019,1,1,19,0,-10.4,0,0,0,56.71,114.93,825,1.6,0
2019,1,1,19,30,-10.3,0,0,0,56.27,120.64,825,1.8,0
2019,1,1,20,0,-10.3,0,0,0,56.63,126.4,825,1.9000000000000001,0
2019,1,1,20,30,-10.200000000000001,0,0,0,56.18,132.16,825,1.9000000000000001,0
2019,1,1,21,0,-10.100000000000001,0,0,0,55.77,137.89000000000001,825,2,0
2019,1,1,21,30,-10.100000000000001,0,0,0,55.77,143.51,825,2,0
2019,1,1,22,0,-10,0,0,0,55.13,148.95000000000002,825,2.1,0
2019,1,1,22,30,-9.8,0,0,0,54.27,154.02,825,2.1,0
2019,1,1,23,0,-9.700000000000001,0,0,0,53.32,158.46,825,2,0
2019,1,1,23,30,-9.5,0,0,0,52.49,161.75,825,2,0
2019,1,2,0,0,-9.3,0,0,0,50.63,163.19,825,1.9000000000000001,0
2019,1,2,0,30,-9.1,0,0,0,49.84,162.31,825,1.9000000000000001,0
2019,1,2,1,0,-8.9,0,0,0,47.88,159.42000000000002,825,1.9000000000000001,0
2019,1,2,1,30,-8.700000000000001,0,0,0,47.14,155.21,825,1.8,0
2019,1,2,2,0,-8.6,0,0,0,46.03,150.25,825,1.8,0
2019,1,2,2,30,-8.4,0,0,0,45.32,144.89000000000001,825,1.7000000000000002,0
2019,1,2,3,0,-8.200000000000001,0,0,0,43.84,139.3,825,1.6,0
2019,1,2,3,30,-8,0,0,0,43.160000000000004,133.59,825,1.6,0
2019,1,2,4,0,-7.800000000000001,0,0,0,41.57,127.83,825,1.6,0
2019,1,2,4,30,-7.5,0,0,0,40.62,122.07000000000001,825,1.6,0
2019,1,2,5,0,-7.2,0,0,0,38.68,116.34,825,1.6,0
2019,1,2,5,30,-7,0,0,0,38.08,110.68,825,1.5,0
2019,1,2,6,0,-6.7,0,0,0,36.52,105.12,825,1.5,0
2019,1,2,6,30,-6.4,0,0,0,35.730000000000004,99.69,826,1.5,0
2019,1,2,7,0,-6.1000000000000005,0,0,0,34.77,94.42,826,1.4000000000000001,8
2019,1,2,7,30,-4.9,9,62,10,31.75,89.01,826,1.3,4
2019,1,2,8,0,-3.8000000000000003,31,339,64,34.78,84.42,827,1.2000000000000002,4
2019,1,2,8,30,-2,44,548,140,30.43,79.96000000000001,827,1.4000000000000001,4
2019,1,2,9,0,-0.2,42,806,239,29.900000000000002,75.84,827,1.6,0
2019,1,2,9,30,1.2000000000000002,48,825,301,27.03,72.14,827,1.4000000000000001,4
2019,1,2,10,0,2.5,52,888,371,22.26,68.94,827,1.1,4
2019,1,2,10,30,3.4000000000000004,57,943,436,20.89,66.31,827,0.9,4
2019,1,2,11,0,4.3,62,965,480,18.76,64.34,826,0.6000000000000001,3
2019,1,2,11,30,4.7,58,1009,515,18.240000000000002,63.08,826,0.6000000000000001,0
2019,1,2,12,0,5.2,56,1022,526,17.990000000000002,62.59,826,0.7000000000000001,0
2019,1,2,12,30,5.4,56,1020,521,17.75,62.870000000000005,826,0.9,0
2019,1,2,13,0,5.5,55,1012,500,18.35,63.93,825,1.2000000000000002,0
2019,1,2,13,30,5.300000000000001,53,997,463,18.61,65.71000000000001,825,1.2000000000000002,0
2019,1,2,14,0,5.2,51,973,413,19.78,68.16,825,1.3,0
2019,1,2,14,30,4.3,47,939,349,21.06,71.22,825,1,0
2019,1,2,15,0,3.4000000000000004,42,886,274,32.39,74.79,826,0.7000000000000001,0
2019,1,2,15,30,2.5,35,810,192,34.52,78.81,826,0.6000000000000001,0
2019,1,2,16,0,1.6,27,679,108,25.48,83.18,826,0.5,0
2019,1,2,16,30,1.6,17,351,31,25.48,87.79,826,0.5,0
2019,1,2,17,0,0.5,0,0,0,25.21,93.02,826,0.5,0
2019,1,2,17,30,-0.4,0,0,0,26.91,98.24000000000001,826,0.8,0
2019,1,2,18,0,-1.2000000000000002,0,0,0,30.400000000000002,103.63,826,1.2000000000000002,0
2019,1,2,18,30,-2,0,0,0,32.24,109.16,826,1.3,0
2019,1,2,19,0,-2.8000000000000003,0,0,0,37.49,114.79,827,1.5,0
2019,1,2,19,30,-3.2,0,0,0,38.62,120.5,827,1.6,0
2019,1,2,20,0,-3.5,0,0,0,42.42,126.26,827,1.8,0
2019,1,2,20,30,-3.6,0,0,0,42.74,132.02,827,1.9000000000000001,0
2019,1,2,21,0,-3.6,0,0,0,42.25,137.75,826,2,0
2019,1,2,21,30,-3.4000000000000004,0,0,0,41.63,143.37,826,1.8,0
2019,1,2,22,0,-3.1,0,0,0,39.06,148.8,826,1.7000000000000002,0
2019,1,2,22,30,-3.1,0,0,0,39.06,153.88,826,1.6,0
2019,1,2,23,0,-3,0,0,0,37.4,158.32,826,1.5,0
2019,1,2,23,30,-3.1,0,0,0,37.68,161.63,826,1.6,0
2019,1,3,0,0,-3.2,0,0,0,36.730000000000004,163.1,826,1.6,0
2019,1,3,0,30,-3.4000000000000004,0,0,0,37.28,162.26,826,1.7000000000000002,0
2019,1,3,1,0,-3.6,0,0,0,37.25,159.39000000000001,826,1.8,0
2019,1,3,1,30,-3.9000000000000004,0,0,0,38.1,155.21,826,1.9000000000000001,0
2019,1,3,2,0,-4.1000000000000005,0,0,0,39.6,150.27,826,2,0
2019,1,3,2,30,-4.2,0,0,0,39.9,144.92000000000002,826,2.1,0
2019,1,3,3,0,-4.4,0,0,0,43.63,139.33,826,2.2,0
2019,1,3,3,30,-4.4,0,0,0,43.57,133.63,825,2.3000000000000003,0
2019,1,3,4,0,-4.3,0,0,0,48.26,127.87,825,2.4000000000000004,0
2019,1,3,4,30,-4.2,0,0,0,47.9,122.11,825,2.5,0
2019,1,3,5,0,-4,0,0,0,51.46,116.38,825,2.7,0
2019,1,3,5,30,-3.8000000000000003,0,0,0,50.76,110.71000000000001,826,2.7,0
2019,1,3,6,0,-3.6,0,0,0,53.25,105.15,826,2.8000000000000003,0
2019,1,3,6,30,-3.4000000000000004,0,0,0,52.46,99.71000000000001,826,2.8000000000000003,0
2019,1,3,7,0,-3.1,0,0,0,53.38,94.44,826,2.9000000000000004,0
2019,1,3,7,30,-1.3,11,186,14,46.730000000000004,89.03,826,3.1,0
2019,1,3,8,0,0.4,24,594,82,46,84.42,826,3.3000000000000003,0
2019,1,3,8,30,2.4000000000000004,32,749,163,39.86,79.96000000000001,826,3.6,0
2019,1,3,9,0,4.3,46,730,225,38.95,75.83,826,4,0
2019,1,3,9,30,5.9,61,702,277,34.86,72.11,826,3.6,4
2019,1,3,10,0,7.5,56,825,353,33.87,68.9,826,3.2,3
2019,1,3,10,30,8.6,54,907,419,31.43,66.26,826,3,0
2019,1,3,11,0,9.8,57,927,459,28.52,64.27,826,2.9000000000000004,3
2019,1,3,11,30,10.200000000000001,55,971,496,27.740000000000002,63,825,3.1,0
2019,1,3,12,0,10.700000000000001,54,984,509,27.11,62.49,825,3.4000000000000004,0
2019,1,3,12,30,10.700000000000001,55,982,504,27.11,62.77,825,3.5,0
2019,1,3,13,0,10.8,54,974,484,28,63.81,825,3.6,0
2019,1,3,13,30,10.3,52,957,448,28.94,65.58,825,3.1,0
2019,1,3,14,0,9.9,50,928,397,34.71,68.03,825,2.6,0
2019,1,3,14,30,8.5,46,892,335,38.13,71.08,825,2.1,0
2019,1,3,15,0,7.2,42,840,264,44.64,74.65,825,1.5,0
2019,1,3,15,30,5.7,44,641,170,49.480000000000004,78.67,825,1.5,0
2019,1,3,16,0,4.3,29,565,97,48.28,83.04,826,1.6,0
2019,1,3,16,30,4.3,17,315,30,48.28,87.65,826,1.6,0
2019,1,3,17,0,2.7,0,0,0,52.46,92.88,826,2.3000000000000003,0
2019,1,3,17,30,2.1,0,0,0,54.74,98.09,826,2.6,0
2019,1,3,18,0,1.5,0,0,0,56.42,103.48,826,2.8000000000000003,0
2019,1,3,18,30,1.4000000000000001,0,0,0,56.82,109.01,826,3,0
2019,1,3,19,0,1.3,0,0,0,55.22,114.65,827,3.2,0
2019,1,3,19,30,1.3,0,0,0,55.22,120.36,827,3.1,0
2019,1,3,20,0,1.3,0,0,0,53.2,126.12,827,3,0
2019,1,3,20,30,1.2000000000000002,0,0,0,53.59,131.88,827,2.9000000000000004,7
2019,1,3,21,0,1.2000000000000002,0,0,0,52.33,137.6,827,2.8000000000000003,8
2019,1,3,21,30,1.3,0,0,0,51.89,143.23,826,2.7,0
2019,1,3,22,0,1.3,0,0,0,51.78,148.66,826,2.6,0
2019,1,3,22,30,1.4000000000000001,0,0,0,51.410000000000004,153.74,826,2.6,0
2019,1,3,23,0,1.4000000000000001,0,0,0,51.76,158.18,826,2.6,0
2019,1,3,23,30,1.4000000000000001,0,0,0,51.76,161.5,826,2.7,0
2019,1,4,0,0,1.4000000000000001,0,0,0,52.160000000000004,162.99,826,2.8000000000000003,0
2019,1,4,0,30,1.3,0,0,0,52.53,162.19,826,2.8000000000000003,0
2019,1,4,1,0,1.2000000000000002,0,0,0,53.15,159.37,826,2.8000000000000003,0
2019,1,4,1,30,1.1,0,0,0,53.54,155.21,826,2.9000000000000004,0
2019,1,4,2,0,1.1,0,0,0,53.44,150.29,826,2.9000000000000004,0
2019,1,4,2,30,1.1,0,0,0,53.44,144.94,826,2.9000000000000004,0
2019,1,4,3,0,1,0,0,0,53.7,139.36,826,2.8000000000000003,0
2019,1,4,3,30,1,0,0,0,53.7,133.66,826,2.8000000000000003,0
2019,1,4,4,0,1,0,0,0,53.85,127.9,826,2.8000000000000003,0
2019,1,4,4,30,1.1,0,0,0,53.46,122.14,826,2.8000000000000003,0
2019,1,4,5,0,1.1,0,0,0,53.660000000000004,116.41,826,2.8000000000000003,0
2019,1,4,5,30,1,0,0,0,54.04,110.74000000000001,826,2.8000000000000003,0
2019,1,4,6,0,1,0,0,0,53.800000000000004,105.17,826,2.9000000000000004,0
2019,1,4,6,30,1.1,0,0,0,53.480000000000004,99.73,827,2.9000000000000004,0
2019,1,4,7,0,1.3,0,0,0,52.31,94.45,827,2.9000000000000004,0
2019,1,4,7,30,2.8000000000000003,11,172,14,47.01,89.04,827,3.1,0
2019,1,4,8,0,4.3,24,566,79,45.46,84.42,827,3.3000000000000003,0
2019,1,4,8,30,6,31,723,157,40.4,79.95,827,3.5,0
2019,1,4,9,0,7.6000000000000005,54,631,209,39.12,75.8,827,3.7,0
2019,1,4,9,30,9,84,572,260,35.58,72.08,827,3.3000000000000003,3
2019,1,4,10,0,10.5,58,822,355,34,68.85000000000001,827,2.9000000000000004,0
2019,1,4,10,30,11.700000000000001,45,931,421,31.41,66.2,827,2.5,0
2019,1,4,11,0,12.8,43,962,462,28.97,64.2,827,2.2,0
2019,1,4,11,30,13.5,44,972,487,27.64,62.910000000000004,826,1.8,0
2019,1,4,12,0,14.200000000000001,45,976,497,25.6,62.39,826,1.4000000000000001,0
2019,1,4,12,30,14.3,45,972,492,25.43,62.65,826,1.1,0
2019,1,4,13,0,14.4,46,962,472,27.560000000000002,63.690000000000005,826,0.8,0
2019,1,4,13,30,13.5,45,945,438,29.22,65.45,826,0.6000000000000001,0
2019,1,4,14,0,12.600000000000001,45,918,390,39.35,67.9,826,0.4,0
2019,1,4,14,30,11.200000000000001,42,881,330,43.15,70.94,826,0.5,0
2019,1,4,15,0,9.9,39,829,260,39.06,74.51,826,0.5,0
2019,1,4,15,30,8.6,34,749,183,42.62,78.52,826,0.5,0
2019,1,4,16,0,7.300000000000001,27,618,103,38.77,82.9,826,0.6000000000000001,0
2019,1,4,16,30,7.300000000000001,16,312,30,38.77,87.51,826,0.6000000000000001,0
2019,1,4,17,0,5.6000000000000005,0,0,0,42.13,92.73,827,0.8,0
2019,1,4,17,30,5.1000000000000005,0,0,0,43.62,97.94,827,1,0
2019,1,4,18,0,4.7,0,0,0,44.84,103.33,827,1.2000000000000002,0
2019,1,4,18,30,4.4,0,0,0,45.78,108.87,827,1.5,0
2019,1,4,19,0,4.1000000000000005,0,0,0,45.99,114.5,827,1.7000000000000002,0
2019,1,4,19,30,3.8000000000000003,0,0,0,46.96,120.21000000000001,827,1.9000000000000001,0
2019,1,4,20,0,3.5,0,0,0,46.02,125.97,827,2,0
2019,1,4,20,30,3.3000000000000003,0,0,0,46.67,131.73,827,2,0
2019,1,4,21,0,3,0,0,0,45.31,137.46,827,2,0
2019,1,4,21,30,2.8000000000000003,0,0,0,45.95,143.08,827,1.9000000000000001,0
2019,1,4,22,0,2.7,0,0,0,44.050000000000004,148.51,827,1.9000000000000001,0
2019,1,4,22,30,2.5,0,0,0,44.68,153.59,827,1.9000000000000001,0
2019,1,4,23,0,2.3000000000000003,0,0,0,43.230000000000004,158.03,826,1.9000000000000001,7
2019,1,4,23,30,2.2,0,0,0,43.54,161.36,826,1.8,7
2019,1,5,0,0,2.1,0,0,0,42.11,162.88,826,1.8,7
2019,1,5,0,30,2.1,0,0,0,42.160000000000004,162.12,827,1.8,0
2019,1,5,1,0,2.2,0,0,0,40.36,159.33,827,1.8,0
2019,1,5,1,30,2.3000000000000003,0,0,0,40.08,155.20000000000002,827,1.8,7
2019,1,5,2,0,2.4000000000000004,0,0,0,38.730000000000004,150.29,827,1.8,7
2019,1,5,2,30,2.4000000000000004,0,0,0,38.68,144.96,826,1.8,7
2019,1,5,3,0,2.5,0,0,0,37.71,139.39000000000001,826,1.8,0
2019,1,5,3,30,2.4000000000000004,0,0,0,37.980000000000004,133.69,826,1.8,0
2019,1,5,4,0,2.3000000000000003,0,0,0,37.53,127.93,826,1.8,0
2019,1,5,4,30,2.3000000000000003,0,0,0,37.53,122.17,826,1.8,0
2019,1,5,5,0,2.3000000000000003,0,0,0,36.72,116.43,826,1.8,0
2019,1,5,5,30,2.3000000000000003,0,0,0,36.72,110.76,826,1.8,0
2019,1,5,6,0,2.3000000000000003,0,0,0,36.02,105.19,826,1.8,0
2019,1,5,6,30,2.5,0,0,0,35.51,99.74000000000001,826,1.7000000000000002,0
2019,1,5,7,0,2.6,0,0,0,35.47,94.46000000000001,826,1.7000000000000002,0
2019,1,5,7,30,4.1000000000000005,7,55,8,31.95,89.04,827,1.6,4
2019,1,5,8,0,5.5,30,313,60,35.95,84.41,827,1.5,4
2019,1,5,8,30,7.4,32,724,159,31.55,79.93,827,1.6,0
2019,1,5,9,0,9.200000000000001,41,777,232,32.910000000000004,75.77,827,1.6,0
2019,1,5,9,30,10.3,54,798,300,30.57,72.04,827,1.6,0
2019,1,5,10,0,11.4,40,945,382,25.52,68.79,826,1.5,0
2019,1,5,10,30,12.200000000000001,42,970,435,24.21,66.13,826,1,0
2019,1,5,11,0,13.100000000000001,45,987,476,22.52,64.12,826,0.5,0
2019,1,5,11,30,13.3,46,990,498,22.22,62.82,826,1,0
2019,1,5,12,0,13.5,49,979,504,22.03,62.28,825,1.4000000000000001,0
2019,1,5,12,30,13.200000000000001,50,976,500,22.46,62.53,825,1.6,0
2019,1,5,13,0,12.8,50,968,481,24.94,63.56,825,1.8,0
2019,1,5,13,30,11.4,95,706,390,27.330000000000002,65.32000000000001,825,1.5,7
2019,1,5,14,0,10.100000000000001,110,573,327,38.800000000000004,67.75,825,1.1,7
2019,1,5,14,30,8.700000000000001,113,429,254,42.62,70.79,825,1.1,7
2019,1,5,15,0,7.300000000000001,95,305,177,42.28,74.36,825,1.2000000000000002,7
2019,1,5,15,30,6.800000000000001,70,309,132,43.75,78.37,825,1.2000000000000002,7
2019,1,5,16,0,6.2,44,238,74,40.18,82.75,825,1.1,6
2019,1,5,16,30,6.2,17,104,22,40.18,87.37,825,1.1,7
2019,1,5,17,0,5.9,0,0,0,40.19,92.58,825,1,7
2019,1,5,17,30,6,0,0,0,39.910000000000004,97.79,825,0.7000000000000001,7
2019,1,5,18,0,6.2,0,0,0,39.31,103.18,825,0.5,6
2019,1,5,18,30,6.300000000000001,0,0,0,39.04,108.71000000000001,825,0.4,6
2019,1,5,19,0,6.5,0,0,0,38.08,114.35000000000001,825,0.2,6
2019,1,5,19,30,6.300000000000001,0,0,0,38.61,120.07000000000001,825,0.30000000000000004,6
2019,1,5,20,0,6.2,0,0,0,38.71,125.82000000000001,824,0.30000000000000004,6
2019,1,5,20,30,6,0,0,0,39.25,131.58,824,0.4,6
2019,1,5,21,0,5.9,0,0,0,39.76,137.31,824,0.5,6
2019,1,5,21,30,5.5,0,0,0,40.88,142.93,824,0.7000000000000001,6
2019,1,5,22,0,5.2,0,0,0,41.9,148.36,823,0.8,6
2019,1,5,22,30,4.800000000000001,0,0,0,43.08,153.44,823,0.9,6
2019,1,5,23,0,4.4,0,0,0,44.14,157.88,823,1,6
2019,1,5,23,30,4.3,0,0,0,44.4,161.22,822,1,6
2019,1,6,0,0,4.1000000000000005,0,0,0,45.21,162.76,822,1,6
2019,1,6,0,30,3.9000000000000004,0,0,0,45.85,162.03,822,1.1,7
2019,1,6,1,0,3.7,0,0,0,46.71,159.28,822,1.1,7
2019,1,6,1,30,3.4000000000000004,0,0,0,47.65,155.18,821,1.2000000000000002,7
2019,1,6,2,0,3.1,0,0,0,47.85,150.29,821,1.2000000000000002,0
2019,1,6,2,30,2.6,0,0,0,49.51,144.97,820,1.3,0
2019,1,6,3,0,2.2,0,0,0,49.46,139.4,820,1.4000000000000001,0
2019,1,6,3,30,2.3000000000000003,0,0,0,49.050000000000004,133.71,819,1.5,0
2019,1,6,4,0,2.3000000000000003,0,0,0,49.77,127.95,819,1.5,0
2019,1,6,4,30,2.1,0,0,0,50.480000000000004,122.19,819,1.6,0
2019,1,6,5,0,2,0,0,0,51.14,116.45,818,1.6,0
2019,1,6,5,30,1.8,0,0,0,51.88,110.78,818,1.6,8
2019,1,6,6,0,1.7000000000000002,0,0,0,53.02,105.2,818,1.6,0
2019,1,6,6,30,1.8,0,0,0,52.64,99.75,818,1.6,0
2019,1,6,7,0,1.9000000000000001,0,0,0,54.480000000000004,94.45,818,1.7000000000000002,8
2019,1,6,7,30,3.2,8,17,8,49.68,89.03,818,1.9000000000000001,8
2019,1,6,8,0,4.5,35,161,51,51.230000000000004,84.4,818,2.1,4
2019,1,6,8,30,5.9,60,305,113,46.480000000000004,79.9,818,2.2,4
2019,1,6,9,0,7.2,85,352,172,46.38,75.74,818,2.3000000000000003,7
2019,1,6,9,30,8.3,111,376,227,42.99,71.99,817,2.3000000000000003,7
2019,1,6,10,0,9.5,137,375,273,40.94,68.73,817,2.3000000000000003,7
2019,1,6,10,30,10.3,92,691,373,38.76,66.05,816,2.2,0
2019,1,6,11,0,11.100000000000001,149,408,328,37.910000000000004,64.03,815,2.1,7
2019,1,6,11,30,11.4,207,219,307,37.17,62.72,815,2.2,7
2019,1,6,12,0,11.700000000000001,200,311,345,36.85,62.17,814,2.2,4
2019,1,6,12,30,11.600000000000001,142,569,406,37.1,62.410000000000004,814,2.2,4
2019,1,6,13,0,11.5,66,859,450,39.42,63.42,814,2.2,0
2019,1,6,13,30,11.100000000000001,159,342,303,40.480000000000004,65.17,814,2.3000000000000003,4
2019,1,6,14,0,10.700000000000001,107,547,315,41.21,67.6,814,2.3000000000000003,4
2019,1,6,14,30,9.600000000000001,87,588,282,44.34,70.64,814,2,7
2019,1,6,15,0,8.5,71,558,223,43.43,74.2,814,1.6,7
2019,1,6,15,30,7.1000000000000005,54,494,155,47.83,78.22,815,1.5,7
2019,1,6,16,0,5.800000000000001,29,590,105,46.51,82.59,815,1.4000000000000001,0
2019,1,6,16,30,5.800000000000001,18,365,36,46.51,87.22,815,1.4000000000000001,0
2019,1,6,17,0,3.3000000000000003,0,0,0,51.74,92.42,816,1.6,0
2019,1,6,17,30,2.5,0,0,0,54.75,97.64,816,1.7000000000000002,4
2019,1,6,18,0,1.6,0,0,0,57.120000000000005,103.03,816,1.7000000000000002,4
2019,1,6,18,30,1.3,0,0,0,58.43,108.56,817,1.8,0
2019,1,6,19,0,1,0,0,0,58.93,114.2,817,1.9000000000000001,0
2019,1,6,19,30,0.7000000000000001,0,0,0,60.22,119.91,817,2.1,4
2019,1,6,20,0,0.5,0,0,0,59.94,125.67,818,2.3000000000000003,0
2019,1,6,20,30,0.4,0,0,0,60.38,131.43,818,2.6,0
2019,1,6,21,0,0.30000000000000004,0,0,0,58.74,137.15,818,2.8000000000000003,0
2019,1,6,21,30,0.2,0,0,0,59.24,142.77,819,2.8000000000000003,0
2019,1,6,22,0,0,0,0,0,57.35,148.20000000000002,819,2.9000000000000004,0
2019,1,6,22,30,-0.30000000000000004,0,0,0,58.620000000000005,153.28,819,2.9000000000000004,0
2019,1,6,23,0,-0.5,0,0,0,56.6,157.72,819,2.8000000000000003,0
2019,1,6,23,30,-0.7000000000000001,0,0,0,57.43,161.06,819,2.9000000000000004,0
2019,1,7,0,0,-0.9,0,0,0,55.300000000000004,162.63,819,3.1,0
2019,1,7,0,30,-1,0,0,0,55.71,161.94,819,3.4000000000000004,0
2019,1,7,1,0,-1.2000000000000002,0,0,0,53.5,159.23,820,3.8000000000000003,0
2019,1,7,1,30,-1.4000000000000001,0,0,0,54.29,155.15,820,3.9000000000000004,0
2019,1,7,2,0,-1.6,0,0,0,51.77,150.29,820,3.9000000000000004,0
2019,1,7,2,30,-1.8,0,0,0,52.53,144.97,820,3.8000000000000003,0
2019,1,7,3,0,-2,0,0,0,50.42,139.41,819,3.7,0
2019,1,7,3,30,-1.9000000000000001,0,0,0,50.050000000000004,133.72,819,3.6,0
2019,1,7,4,0,-1.8,0,0,0,47.47,127.97,819,3.5,0
2019,1,7,4,30,-1.7000000000000002,0,0,0,47.17,122.2,820,3.4000000000000004,0
2019,1,7,5,0,-1.6,0,0,0,45.15,116.46000000000001,820,3.3000000000000003,0
2019,1,7,5,30,-1.7000000000000002,0,0,0,45.480000000000004,110.79,820,3.2,0
2019,1,7,6,0,-1.9000000000000001,0,0,0,45.49,105.2,820,3.2,0
2019,1,7,6,30,-1.5,0,0,0,44.17,99.75,820,3.3000000000000003,4
2019,1,7,7,0,-1.1,0,0,0,44.19,94.45,820,3.4000000000000004,7
2019,1,7,7,30,0,10,86,11,40.79,89.01,820,3.9000000000000004,7
2019,1,7,8,0,1.2000000000000002,32,178,49,38.730000000000004,84.37,820,4.4,4
2019,1,7,8,30,2.6,47,519,138,35.09,79.87,821,5.300000000000001,0
2019,1,7,9,0,4,33,840,241,32.68,75.69,821,6.2,0
2019,1,7,9,30,5.1000000000000005,37,897,315,30.27,71.93,821,6.800000000000001,0
2019,1,7,10,0,6.300000000000001,38,936,379,29.52,68.66,821,7.300000000000001,0
2019,1,7,10,30,7,42,960,433,28.14,65.97,821,7.4,0
2019,1,7,11,0,7.6000000000000005,46,974,474,28.560000000000002,63.93,820,7.5,0
2019,1,7,11,30,8,47,985,500,27.79,62.6,820,7.6000000000000005,0
2019,1,7,12,0,8.3,46,989,510,28.3,62.050000000000004,820,7.6000000000000005,0
2019,1,7,12,30,8.3,46,989,506,28.3,62.27,820,7.6000000000000005,0
2019,1,7,13,0,8.4,75,844,454,29.02,63.28,820,7.7,0
2019,1,7,13,30,8.3,78,801,416,29.26,65.02,821,7.6000000000000005,0
2019,1,7,14,0,8.1,45,940,405,30.61,67.45,821,7.5,0
2019,1,7,14,30,7.5,42,907,345,31.89,70.48,821,7.2,0
2019,1,7,15,0,6.800000000000001,38,858,274,33.93,74.04,822,6.9,0
